ID,技能名,描述,战斗回合高于X时,战斗回合低于X时,己方战力高于X%时,己方战力低于X%时,敌方战力高于X%时,敌方战力低于X%时,上回合是否击中（1击中2未命中3敌方命中4敌方未命中）,敌我血量高低判断（1.我方高于敌方2.我方低于敌方3我方等于敌方）,Y发动概率,次数限制,技能效果,Z参数,参数2,命中生效,己方四维变化,敌方四维变化,修改回合数,虚弱,无法闪避,无视防御,封印技能效果,封印回合,封印x概率以上,封印x概率以下,动画id,增加四维先攻,增加四维防御,增加四维闪避,增加四维王者
1910003,骑士战歌,100%概率发动，在攻击后恢复10%的总战力。,,,,,,,,,100,1,10,10,,,,,,,,,,,,,147,0,0,0,0
1910004,生命之雨,100%概率发动，在攻击后恢复25%的总战力。,,,,,,,,,100,1,10,25,,,,,,,,,,,,,138,0,0,0,0
1910005,心灵之泉,100%概率发动，在攻击后恢复11%的总战力。,,,,,,,,,100,1,10,11,,,,,,,,,,,,,31,0,0,0,0
1910006,闪耀加护,100%概率发动，在攻击后恢复17%的总战力。,,,,,,,,,100,1,10,17,,,,,,,,,,,,,30,0,0,0,0
1910007,上古神秘之力,己方战力低于25%时100%概率发动，在攻击后恢复60%的总战力。,,,,25,,,,,100,1,10,60,,,,,,,,,,,,,61,0,0,0,0
1910008,汤圆之力,100%概率发动，在攻击后恢复100%的总战力。多吃汤圆。,,,,,,,,,100,1,10,100,,,,,,,,,,,,,70,0,0,0,0
1910009,自检修代码,己方战力低于50%时100%概率发动，在攻击后恢复20%的总战力。,,,,50,,,,,100,1,10,20,,,,,,,,,,,,,138,0,0,0,0
1910010,神策,100%概率发动，在攻击后恢复15%的总战力。此攻击击中敌人时，敌人发动概率高于7%的技能被封印1回合（发动率高于45%的技能豁免）。,,,,,,,,,100,1,10,15,,1,,,,,,,,1,7,45,109,0,0,0,0
1910011,不死魔女,100%概率发动，在攻击后恢复35%的总战力。,,,,,,,,,100,1,10,35,,,,,,,,,,,,,78,0,0,0,0
1910012,巨人之力,100%概率发动，在攻击后恢复42%的总战力。,,,,,,,,,100,1,10,42,,,,,,,,,,,,,114,0,0,0,0
1910013,传说二人组,当己方生命低于13%时，100%概率发动，在攻击后恢复28%的总战力。,,,,13,,,,,100,1,10,28,,,,,,,,,,,,,114,0,0,0,0
1910014,节操满地,100%概率发动，在攻击后恢复16%的总战力。,,,,,,,,,100,1,10,16,,,,,,,,,,,,,105,0,0,0,0
1910015,影分身,100%概率发动，在攻击后恢复32%的总战力。,,,,,,,,,100,1,10,32,,,,,,,,,,,,,92,0,0,0,0
1910016,变身,怪物技能 生命值*10,,,,,,,,,100,1,10,900,,,,,,,,,,,,,85,0,0,0,0
1910017,二段变身,怪物技能,,,,,,25,,,100,1,10,9000,,,,,,,,,,,,,86,0,0,0,0
1910018,政母大人,100%概率发动，在攻击后恢复21%的总战力。,,,,,,,,,100,1,10,21,,,,,,,,,,,,,139,0,0,0,0
1910019,骄傲的长公主,100%概率发动，在攻击后恢复12%的总战力。,,,,,,,,,100,1,10,12,,,,,,,,,,,,,149,0,0,0,0
1910020,祝福之铃,100%概率发动，在攻击后恢复31%的总战力。,,,,,,,,,100,1,10,31,,,,,,,,,,,,,159,0,0,0,0
1910021,奇迹突进,己方战力低于150%时，100%概率发动，在攻击后恢复17%的总战力。,,,,150,,,,,100,1,10,17,,,,,,,,,,,,,160,0,0,0,0
1910022,顽石生长,100%概率发动，在攻击后恢复36%的总战力。,,,,,,,,,100,1,10,36,,,,,,,,,,,,,139,0,0,0,0
1910023,九阴真经,怪物技能,,,,101,,,,,100,1,10,55,,,,,,,,,,,,,178,0,0,0,0
1910024,大略暴风雨,100%概率发动，在攻击后恢复30%的总战力。防御等级提高5。,,,,,,,,,100,1,10,30,,,,,,,,,,,,,47,0,0,0,0
1910025,王之理想乡,100%概率发动，在攻击后恢复50%的总战力。防御等级提高10。,,,,,,,,,100,1,10,50,,,,,,,,,,,,,47,0,0,0,0
1910026,魔王与魔女,100%概率发动，在攻击后恢复40%的总战力。防御等级提高6，闪避等级提高6。,,,,,,,,,100,1,10,40,,,,,,,,,,,,,47,0,0,0,0
1910027,奔月,战斗回合高于8回时，100%概率发动，在攻击后恢复30%的总战力。,8,,,,,,,,100,1,10,30,,,,,,,,,,,,,92,0,0,0,0
1910028,守护者之力1,100%概率发动，在攻击后恢复17%的总战力。该攻击无法闪避。,,,,,,,,,100,1,10,17,,,,,,,1,,,,,,189,0,0,0,0
1910029,守护者之护2,100%概率发动，在攻击后恢复28%的总战力。该攻击无视防御。,,,,,,,,,100,1,10,28,,,,,,,,1,,,,,144,0,0,0,0
1910030,理想乡,若上回合未击中敌人，100%概率发动，在攻击后恢复60%的总战力。（该技能无法被封印）,2,,,,,,2,,110,1,10,60,,,,,,,,,,,,,117,0,0,0,0
1910031,剑鞘,100%概率发动，在攻击后恢复20%的总战力。（该技能无法被封印）,,,,,,,,,110,1,10,20,,,,,,,,,,,,,118,0,0,0,0
1910032,隆中对,怪物技能,,,,,,,,,100,1,10,25,,,,,,,,,,,,,139,0,0,0,0
1910033,续命,怪物技能,,,,,,,,,100,1,10,15,,,,,,,1,1,,,,,139,0,0,0,0
1910034,零技之础,100%概率发动，在攻击后恢复28%的总战力。己方战力低于20%，100%概率发动三籁之布阵，在攻击后恢复35%的总战力，三籁之布阵击中敌人时，敌人发动概率低于5%的技能被封印1回合。,,,,,,,,,100,1,10,28,,,,,,,,,,,,,92,0,0,0,0
1910035,三籁之布阵,,,,,20,,,,,100,1,10,35,,1,,,,,,,,1,,5,92,0,0,0,0
1910036,不屈斗志,己方战力低于20%时，100%概率发动，在攻击后恢复35%的总战力。,,,,20,,,,,100,1,10,35,,,,,,,,,,,,,189,0,0,0,0
1910037,先发制人,战斗回合低于5回时，100%概率发动，在攻击后恢复25%的总战力。,,5,,,,,,,100,1,10,25,,,,,,,,,,,,,118,0,0,0,0
1910038,常伴吾身,100%概率发动，在攻击后恢复40%的总战力。闪避等级提高8。,,,,,,,,,100,1,10,40,,,,,,,,,,,,,117,0,0,0,0
1910039,善变的猫,己方战力高于100%时，100%概率发动，在攻击后恢复20%的当前战力。己方战力低于于100%时，100%概率发动，在攻击后恢复20%的总战力。,,,,100,,,,,100,1,10,20,,,,,,,,,,,,,112,0,0,0,0
1910040,守护手镯,己方战力高于50%时，100%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。己方战力低于50%时，4%的概率发动技能“守护手镯”，在攻击后恢复25%的总战力。先攻等级提高10。,,,,50,,,,,100,1,10,25,,,,,,,,,,,,,189,0,0,0,0
1910041,身体改造,战斗回合低于7回时，100%概率发动，在攻击后恢复35%的总战力。战斗回合高于6回时，100%概率造成暴击，暴击时造成220%的伤害且对方无法闪避。王者等级提高2。,,7,,,,,,,100,1,10,35,,,,,,,,,,,,,117,0,0,0,0
1910042,真.治疗之环,己方战力高于50%，100%概率发动，在攻击后恢复30%的当前战力，己方战力低于50%时，100%概率发动，在攻击后恢复30%的总战力。,,,,50,,,,,100,1,10,30,,,,,,,,,,,,,117,0,0,0,0
1910043,S.L.B,己方战力低于300%时，100%概率发动，在攻击后恢复30%的总战力。己方战力高于300%时，100%概率触发一次108%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,301,,,,,100,1,10,30,,,,,,,,,,,,,117,0,0,0,0
1910044,视线诱导,100%概率发动，在攻击后恢复32%的总战力。己方战力低于20%，100%概率发动逆向视线诱导，在攻击后恢复40%的总战力，逆向视线诱导击中敌人时，敌人发动概率低于5%的技能被封印1回合。,,,20,,,,,,100,1,10,32,,,,,,,,,,,,,92,0,0,0,0
1910045,逆向视线诱导,,,,,20,,,,,100,1,10,40,,1,,,,,,,,1,,5,92,0,0,0,0
1910046,鬼之守护,己方战力低于20%时，100%概率发动，在攻击后恢复30%的总战力。,,,,20,,,,,100,1,10,30,,,,,,,,,,,,,61,0,0,0,0
1910047,泪水,己方战力低于20%，100%概率发动，在攻击后恢复15%的总战力，该攻击无法闪避。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。闪避等级提高5。,,,,20,,,,,100,1,10,15,,1,,,,1,1,,,,,,139,0,0,0,0
1910048,塔主续1S,回合数高于12，己方战力低于200%时，必定发动，在攻击后恢复80%的总战力，这个攻击无法闪避也无法减少伤害。,12,,,200,,,,,110,1,10,80,,,,,,1,1,,,,,,118,0,0,0,0
1910049,小樱牌,己方战力低于150%时，100%概率发动一次100%的纯粹伤害，攻击后提高己方战力，提高值是己方30%总战力。防御等级提高5。,,,,150,,,,,100,1,10,30,,,,,,,1,1,,,,,61,0,0,0,0
1910050,破尽万法,回合数小于8的时候，100%概率发动一次100%纯粹攻击，攻击后提高己方18%总战力，命中后王者提高15点。,,8,,,,,,,100,1,10,18,,1,0|0|0|15,,,,1,1,,,,,92,0,0,0,0
1910051,邪恶追捕,100%概率发动，攻击后提高己方战力，提高值是己方18%总战力，该攻击无法闪避，回合数+8，命中后虚弱对方1回合。使用次数1次。,,,,,,,,,100,1,10,18,,1,,,8,1,1,,,,,,61,0,0,0,0
1910052,心灵之泉·改,100%概率发动，在攻击后恢复14%的总战力，该攻击无法闪避。,,,,,,,,,100,1,10,14,,,,,,,1,,,,,,31,0,0,0,0
1910053,真·心灵之泉,100%概率发动，在攻击后恢复18%的总战力，该攻击无法闪避。,,,,,,,,,100,1,10,18,,,,,,,1,,,,,,31,0,0,0,0
1910054,极·心灵之泉,100%概率发动，在攻击后恢复25%的总战力，该攻击无法闪避。,,,,,,,,,100,1,10,25,,,,,,,1,,,,,,31,0,0,0,0
1910055,火之剑技（弃）,己方战力低于50%时，100%概率发动，在攻击后恢复15%的总战力，该攻击无法闪避，此攻击击中敌人时，敌人的所有技能被封印1回合。,,,,50,,,,,100,1,10,15,,1,,,,,1,,,1,,101,118,0,0,0,0
1910056,自我回复,100%概率发动，在攻击后恢复30%的总战力。防御等级提高5，闪避等级提高5。,,,,,,,,,100,1,10,30,,,,,,,,,,,,,92,0,0,0,0
2010001,镜像实体,复制一些敌人加入我方。100%概率发动，在攻击后提高己方战力，提高值是敌方13%的当前战力。,,,,,,,,,100,1,11,13,,,,,,,,,,,,,139,0,0,0,0
2010002,无常之水,100%概率发动，在攻击后提高己方战力，提高值是敌方13%的当前战力。在攻击时，敌人仿佛看见了他自己。,,,,,,,,,100,1,11,13,,,,,,,,,,,,,139,0,0,0,0
2010003,原始神圣,100%概率发动，在攻击后提高己方战力，提高值是敌方13%的当前战力。,,,,,,,,,100,1,11,13,,,,,,,,,,,,,174,0,0,0,0
2010004,时间洪流,怪物技能,,,,,,,,,100,1,11,15,,,,,,,,,,,,,191,0,0,0,0
2010005,星辰征服者,100%概率发动，在攻击后提高己方战力，提高值是敌方15%的当前战力。,,,,,,,,,100,1,11,15,,,,,,,,,,,,,173,0,0,0,0
2010006,烟囱王,偶尔会爬进烟囱的怪老头，100%概率发动，在攻击后提高己方战力，提高值是敌方18%的当前战力。防御等级提高3,,,,,,,,,100,1,11,18,,,,,,,,,,,,,181,0,0,0,0
2010007,双翼风雷,100%概率发动，在攻击后提高己方战力，提高值是敌方12%的当前战力。此攻击击中敌人时，敌人发动率高于8%的技能被封印1回合。（发动率高于15%的技能豁免）,,,,,,,,,100,1,11,12,,1,,,,,,,,1,8,16,139,0,0,0,0
2010008,时尚浪潮,100%概率发动，在攻击后提高己方战力，提高值是敌方20%的当前战力。此攻击击中敌人时，敌人发动率低于10%的技能被封印1回合。,,,,,,,,,100,1,11,20,,1,,,,,,,,1,,10,174,0,0,0,0
2010009,九段变形,100%概率发动，在攻击后提高己方战力，提高值是敌方22%的当前战力。,,,,,,,,,100,1,11,22,,,,,,,,,,,,,92,0,0,0,0
2010010,暗淡锋芒,怪物技能,,,,,,,,,100,1,11,25,,1,,,,,,,,1,5,,191,0,0,0,0
2010011,力挽狂澜,100%概率发动，在攻击后提高己方战力，提高值是敌方25%的当前战力。闪避等级提高5，防御等级提高5。,,,,,,,,,100,1,11,25,,,,,,,,,,,,,47,0,0,0,0
2010012,百战不殆,100%概率发动，在攻击后提高己方战力，提高值是敌方25%的当前战力。（该技能无法被封印）,,,,,,,,,110,1,11,25,,,,,,,,,,,,,139,0,0,0,0
2010013,永恒胜利,若上回合未击中敌人，100%概率发动，在攻击后提高己方战力，提高值是敌方50%的当前战力。（该技能无法被封印）,2,,,,,,2,,110,1,11,50,,,,,,,,,,,,,139,0,0,0,0
2010014,高速反物质粒子,100%概率发动，在攻击后提高己方战力，提高值是敌方23%的当前战力。,,,,,,,,,100,1,11,23,,,,,,,,,,,,,47,0,0,0,0
2010015,自然滋养,100%概率触发，提高敌方25%的当前战力,,,,,,,,,100,1,11,25,,,,,,,,,,,,,139,0,0,0,0
2010016,对弈之道,,,,,,30,,,2,100,1,11,20,,,,,,,,,,,,,47,0,0,0,0
2010017,与狼共舞,敌方血量高于120%时，100%概率发动一次攻击，攻击后提高己方战力，提高值是敌方30%当前战力。 ,,,,,120,,,,100,1,11,30,,,,,,,,,,,,,139,0,0,0,0
2010018,星灵超魔法,己方战力高于50%时，100%概率触发一次100%的纯粹伤害，命中后提高己方战力，提高值是25%己方当前战力，命中提高闪避15点。王者等级提高4。,,,50,,,,,,100,1,9,25,,1,0|0|15|0,,,,1,1,,,,,139,0,0,0,0
2010019,极.诸王的王座,敌方战力低于200%，100%概率触发一次125%伤害的纯粹攻击。敌方战力高于200%，100%概率发动“山河社稷图”，攻击后提高己方战力，提高值是敌方25%的当前战力，技能发动后双方方闪避等级减低25，敌人的下一次攻击只能造成1点伤害。,,,,,200,,,,100,1,11,25,,1,0|0|-25|0,0|0|-25|0,,1,1,,,,,,191,0,0,0,0
2010020,混沌降阶,己方血量低于80%，100%概率发动一次80%纯粹伤害，攻击后提高己方战力，提高值是敌方25%的当前战力，此攻击击中敌人时，自己的王者等级提高25，敌人的下一次攻击只会造成1点伤害。,,,,80,,,,,100,1,11,25,80,1,0|0|0|25,,,1,1,1,,,,,92,0,0,0,0
2110001,自然协调,100%概率发动，在攻击后提高己方战力，提高值是敌方5%的总战力。,,,,,,,,,100,1,12,5,,,,,,,,,,,,,138,0,0,0,0
2110002,噩梦凝视,100%概率发动，在攻击后提高己方战力，提高值是敌方5%的总战力。,,,,,,,,,100,1,12,5,,,,,,,,,,,,,179,0,0,0,0
2110003,剑之禁断,100%概率发动，在攻击后提高己方战力，提高值是敌方10%的总战力。,,,,,,,,,100,1,12,10,,,,,,,,,,,,,167,0,0,0,0
2110004,百万重力,100%概率发动，在攻击后提高己方战力，提高值是敌方9%的总战力。,,,,,,,,,100,1,12,9,,,,,,,,,,,,,54,0,0,0,0
2110005,黑暗复原,怪物技能,,,,50,,,,,100,1,12,40,,,,,,,,,,,,,56,0,0,0,0
2110006,时间溯行,100%概率发动，在攻击后提高己方战力，提高值是敌方15%的总战力。闪避等级提高9。,,,,,,,,,100,1,12,15,,,,,,,,,,,,,82,0,0,0,0
2110007,大命鬼谋,己方战力低于15%时，100%概率发动，在攻击后提高己方战力，提高值是敌方14%的总战力。,,,,15,,,,,100,1,12,14,,,,,,,,,,,,,167,0,0,0,0
2110008,再嫁,100%概率发动，在攻击后提高己方战力，提高值是敌方6%的总战力。,,,,,,,,,100,1,12,6,,,,,,,,,,,,,20,0,0,0,0
2110009,kiss,100%概率发动，在攻击后提高己方战力，提高值是敌方10%的总战力。,,,,,,,,,100,1,12,10,,,,,,,,,,,,,20,0,0,0,0
2110010,天选之王,100%概率发动，在攻击后提高己方战力，提高值是敌方12%的总战力。闪避等级提高6。,,,,,,,,,100,1,12,12,,,,,,,,,,,,,82,0,0,0,0
2110011,捣药,100%概率发动，在攻击后提高己方战力，提高值是敌方20%的总战力。闪避等级提高6，防御等级提高3。,,,,,,,,,100,1,12,20,,,,,,,,,,,,,82,0,0,0,0
2110012,船医上船,己方战力低于20%时100%概率发动，在攻击后提高己方战力，提高值是敌方20%的总战力。,,,,20,,,,,100,1,12,20,,,,,,,,,,,,,92,0,0,0,0
2110013,义贼团,100%概率发动，在攻击后提高己方战力，提高值是敌方8%的总战力。,,,,,,,,,100,1,12,8,,,,,,,,,,,,,20,0,0,0,0
2110014,凤凰复生,100%概率发动，在攻击后提高己方战力，提高值是敌方13%的总战力。,,,,,,,,,100,1,12,13,,,,,,,,,,,,,20,0,0,0,0
2110015,无定,100%概率发动，在攻击后提高己方战力，提高值是敌方25%的总战力。闪避等级提高3，王者等级提高3。,,,,,,,,,100,1,12,25,,,,,,,,,,,,,54,0,0,0,0
2110016,火之剑技,己方战力低于50%时，100%概率发动，在攻击后提高己方战力，提高值是敌方15%的总战力。该攻击无法闪避，此攻击击中敌人时，敌人的所有技能被封印1回合。,,,,50,,,,,100,1,12,15,,1,,,,,1,,,1,,101,167,0,0,0,0
2210001,荆棘缠绕,100%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,40,0,0,0,0
2210002,永恒梦境,敌方战力低于60%时，100%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,60,,,100,1,13,100,,,,,,,1,1,,,,,39,0,0,0,0
2210003,诸神黄昏,100%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,49,0,0,0,0
2210004,必灭的黄蔷薇,100%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,35,0,0,0,0
2210005,染血之瞳,100%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,50,0,0,0,0
2210006,赫格尼之剑 ,100%概率触发一次108%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,108,,,,,,,1,1,,,,,51,0,0,0,0
2210007,契约之咏唱,战斗回合高于6时，100%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,6,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,52,0,0,0,0
2210008,扭曲虚空,怪物技能,,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,55,0,0,0,0
2210009,水袖乾坤,100%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,190,0,0,0,0
2210010,真龙召唤,100%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,21,0,0,0,0
2210011,奥丁铁剑,战斗回合高于4时，100%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,4,,,,,,,,100,1,13,105,,,,,,,1,1,,,,,59,0,0,0,0
2210012,鬼兵队,100%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,15,0,0,0,0
2210013,王之理想乡,合体技,,,,,,,,,100,1,13,110,,,,,,,1,1,,,,,71,0,0,0,0
2210014,永恒之息,合体技,,,,,,,,,100,1,13,115,,,,,,,1,1,,,,,72,0,0,0,0
2210015,鸡王之王,合体技,,,,,,,,,100,1,13,120,,,,,,,1,1,,,,,73,0,0,0,0
2210016,光破斩,怪物技能,,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,33,0,0,0,0
2210017,魔古尔之剑,100%概率触发一次110%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,110,,,,,,,1,1,,,,,74,0,0,0,0
2210018,怒火激将,100%概率触发一次110%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,110,,,,,,,1,1,,,,,75,0,0,0,0
2210019,笤帚乱舞,100%概率触发一次100%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。防御等级提高5。,,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,79,0,0,0,0
2210020,王之力,己方战力低于35%时，100%概率触发一次125%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,35,,,,,100,1,13,125,,,,,,,1,1,,,,,80,0,0,0,0
2210021,镇魂曲,100%概率触发一次120%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。防御等级提高4。,,,,,,,,,100,1,13,120,,,,,,,1,1,,,,,81,0,0,0,0
2210022,魔王与魔女,100%概率触发一次112%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,112,,,,,,,1,1,,,,,15,0,0,0,0
2210023,根须缠绕,怪物技能,,,,,,,,,100,1,13,95,,,,,,,1,1,,,,,84,0,0,0,0
2210024,誓约胜利之剑,100%概率触发一次102%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。王者等级提高5,,,,,,,,,100,1,13,102,,,,,,,1,1,,,,,88,0,0,0,0
2210025,斗战圣佛,100%概率触发一次102%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。防御等级提高6,,,,,,,,,100,1,13,102,,,,,,,1,1,,,,,9,0,0,0,0
2210026,门徒遍地,100%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。王者等级提高3,,,,,,,,,100,1,13,105,,,,,,,1,1,,,,,90,0,0,0,0
2210027,三河魂,100%概率触发一次105%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。,,,,,,,,,100,1,13,105,,,,,,,1,1,,,,,190,0,0,0,0
2210028,薄命军师,战斗回合高于5时，100%概率发动一次纯粹攻击，这个攻击无法闪避也无法减少伤害。,5,,,,,,,,100,1,13,100,,,,,,,1,1,,,,,152,0,0,0,0
2210029,三连旋转机枪,100%概率触发一次115%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人发动概率低于6%的技能被封印1回合。,,,,,,,,,100,1,13,115,,1,,,,,1,1,,1,,6,100,0,0,0,0
2210030,上帝呢喃,100%概率触发一次90%伤害的纯粹攻击，这个攻击无法闪避也无法减少伤害。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,,,,100,1,13,90,,1,,,,1,1,1,,,,,176,0,0,0,0
2210031,魔法束缚,若上一回合未命中敌方，100%概率发动一次80%伤害的纯粹攻击，此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,2,,,,,,2,,100,1,13,80,,1,,,,1,1,1,,,,,161,0,0,0,0
